canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value,pKi
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3Cl)c2)C(=O)N2CCC(NC(=O)NC3CCCCC3)CC2)c1,CHEMBL3219103,=,=,nM,20.0,uM,0.02,7.698970004336019
COc1ccc(C(=O)NCC2CCN(Cc3ccnc(O)c3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL421560,=,=,nM,950.0,nM,950.0,6.022276394711152
C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Cl)c1ccc(F)c(C(=N)N)c1,CHEMBL39297,=,=,nM,0.18,nM,0.18,9.744727494896694
N=C(N)NCCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)Cc2ccc3ccccc3c2)CC1,CHEMBL209334,=,=,nM,130000.0,uM,130.0,3.886056647693163
O=C(N[C@H]1CCC[C@H]1NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(-n2ccccc2=O)cc1,CHEMBL410550,=,=,nM,11500.0,nM,11500.0,4.939302159646388
NCc1ccc(Cl)cc1CNC(=O)[C@H](CO)NC(=O)[C@@H](CCc1cccc[n+]1[O-])NS(=O)(=O)Cc1ccccc1,CHEMBL396058,=,=,nM,0.059,nM,0.059,10.229147988357855
CN1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL320512,=,=,nM,29991.63,,4.523,4.5229999303468915
COC(=O)CC(CCc1ccc(NS(C)(=O)=O)cc1)c1cccc(C(=N)N)c1,CHEMBL436026,=,=,nM,654.0,nM,654.0,6.184422251675732
CC(C)N1CCC(NC(=O)c2cn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccccc23)CC1,CHEMBL5199539,=,=,nM,241.0,nM,241.0,6.617982957425132
N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc(Oc4ccccc4)cc3)C2=O)c1,CHEMBL119249,=,=,nM,380.0,uM,0.38,6.42021640338319
Cc1cc(NC(=O)OCC(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)n(C)n1,CHEMBL606177,=,=,nM,2051.0,uM,2.051,5.688034339631634
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2N)n1,CHEMBL138516,=,=,nM,600.0,nM,600.0,6.221848749616356
Cc1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,CHEMBL364696,=,=,nM,9.0,nM,9.0,8.045757490560675
CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1)[C@@H](C)O,CHEMBL524462,=,=,nM,25000.0,nM,25000.0,4.6020599913279625
Cc1nc2c(Oc3cccc(C(=O)N(C)C)c3)nc(Oc3cc(C(=N)N)ccc3O)nc2n1Cc1ccccc1,CHEMBL72527,=,=,nM,10.0,nM,10.0,8.0
O=C(N[C@H]1CCCC[C@H]1NC(=O)c1ccc(Cl)cc1)c1ccc(-n2ccccc2=O)cc1,CHEMBL233541,=,=,nM,37.0,nM,37.0,7.431798275933005
NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3ccc(Cl)cc3Cl)=NO2)cc1,CHEMBL301976,=,=,nM,1700.0,uM,1.7,5.769551078621726
CC1CN(CCC2CCN(Cc3ccccc3)CC2)C(=O)N(c2cccc(C(=N)N)c2)C1,CHEMBL3779949,=,=,nM,400.0,uM,0.4,6.3979400086720375
N=C(N)c1cccc(Oc2ccc(C(N)=O)c(Oc3cccc(C(=N)N)c3)n2)c1,CHEMBL48206,=,=,nM,600.0,nM,600.0,6.221848749616356
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1cccc(Cl)c1,CHEMBL4587713,=,=,nM,18087.0,uM,18.087,4.742633461414985
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2)n(-c2ccc3cc(Cl)ccc3c2)n1,CHEMBL280696,=,=,nM,1.4,nM,1.4,8.853871964321762
COc1ccc2ccc(S(=O)(=O)N(Cc3cc[nH]n3)[C@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2c1,CHEMBL119964,=,=,nM,21.0,uM,0.021,7.6777807052660805
CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(OC(F)(F)F)cc2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,CHEMBL1222020,=,=,nM,17300.0,uM,17.3,4.761953896871205
NCCCCNC(=O)[C@@H]1Cc2ccc(cc2)NC(=O)CCN2CCN(CCC(=O)Nc3ccc(cc3)C[C@@H](NS(=O)(=O)NC3CCCCC3)C(=O)N1)CC2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL4583612,=,=,nM,39520.0,nM,39520.0,4.403183064084409
N=C(N)c1ccc(CCC(=O)O)c(OCCNC(=O)C2CCN(c3ccncc3)CC2)c1,CHEMBL293045,=,=,nM,43.0,uM,0.043,7.366531544420414
Cn1c(CN2CCN(Cc3ccc4c(N)ncnc4c3)C(=O)C2)nc2ccc(Cl)cc21,CHEMBL174409,=,=,nM,290.0,nM,290.0,6.5376020021010435
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1.Cl,CHEMBL559015,=,=,nM,150.0,uM,0.15,6.823908740944319
N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c2ccccc2)c1,CHEMBL20672,=,=,nM,16.0,nM,16.0,7.795880017344075
CC(C)[C@H](NCc1ccc(C(=N)N)cc1)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1,CHEMBL1809252,=,=,nM,21.0,nM,21.0,7.6777807052660805
Clc1ccc(-n2cncn2)c(Cc2nc3c(NCCC4CCCCN4Cc4ccccc4)nccc3o2)c1,CHEMBL198978,=,=,nM,3.7,nM,3.7,8.431798275933005
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1cnc(Cl)s1,CHEMBL4548476,=,=,nM,1941.0,uM,1.941,5.711974464611637
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C(=O)N5CCCC5)CC4)cc2)CC3)cc1,CHEMBL459854,=,=,nM,169.0,nM,169.0,6.772113295386326
CNC(=O)C(=O)[C@H](CCCCN)NC(=O)CN(C)C(=O)c1ccccc1Sc1ccccc1C#N,CHEMBL22944,=,=,nM,110.0,nM,110.0,6.958607314841775
CS(=O)(=O)NC1CN(CC2CCN(Cc3ccccc3)CC2)C(=O)N(c2cccc(C(=N)N)c2)C1,CHEMBL3780273,=,=,nM,510.0,uM,0.51,6.292429823902063
CC(=N)N1CCC(Oc2ccc3cc(C(=O)O)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL176568,=,=,nM,4.6,nM,4.6,8.337242168318426
O=C1[C@@H](NS(=O)(=O)c2ccc3c(Cl)c[nH]c3c2)CCN1c1ccc2c(c1)CNCC2,CHEMBL1689020,=,=,nM,15.0,nM,15.0,7.823908740944319
C[C@H]1CCC[C@H](Oc2cccc(-c3nc4cc(C(=N)N)c(F)cc4[nH]3)c2O)C1,CHEMBL294067,=,=,nM,38000.0,uM,38.0,4.42021640338319
CC[C@H](C)[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1,CHEMBL526453,=,=,nM,160.0,nM,160.0,6.795880017344075
CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,CHEMBL19902,=,=,nM,40.0,nM,40.0,7.3979400086720375
CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NC(C)CO1,CHEMBL226616,=,=,nM,0.031,nM,0.031,10.508638306165727
N=C(N)c1cc2cc(-c3cccc(OCc4ccc(F)c(F)c4)c3)ccc2s1,CHEMBL596765,=,=,nM,5700.0,uM,5.7,5.2441251443275085
COc1ccc(C(=O)NC2CCN(C3CCOCC3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL192742,=,=,nM,2518.0,uM,2.518,5.598944274228156
N=C(N)c1ccc(C(=O)NCCOc2cc(C(=N)N)ccc2CC(=O)C(=O)O)cc1,CHEMBL52932,=,=,nM,26.0,uM,0.026,7.585026652029182
N=C(N)c1cccc([C@@H]2CN(Cc3ccc(-c4ccccc4S(N)(=O)=O)cc3)C[C@@H]2C(=O)O)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL277366,=,=,nM,460.0,nM,460.0,6.337242168318426
N=C(N)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)cc1,CHEMBL288862,=,=,nM,69000.0,uM,69.0,4.161150909262744
O=C(Nc1cccc(OCc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,CHEMBL2441057,=,=,nM,5640.0,uM,5.64,5.248720896016658
CCOC(=O)C(=O)N(Cc1ccc(F)cc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C,CHEMBL1952401,=,=,nM,2830.0,uM,2.83,5.548213564475709
Cc1cc(C)cc(CCN(CC(=O)NC(CCC/N=C/N)B(O)O)C(=O)CCc2ccccc2)c1,CHEMBL102779,=,=,nM,30.0,nM,30.0,7.522878745280337
N=C(N)c1ccc(Oc2cccc(Oc3ccc(C(=N)N)cc3)n2)cc1,CHEMBL298415,=,=,nM,400.0,nM,400.0,6.3979400086720375
N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccncc3)c2)C(=O)N2CCC(CCN)CC2)c1,CHEMBL468894,=,=,nM,1600.0,uM,1.6,5.795880017344075
CC(=O)c1cccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(C)c2F)c1,CHEMBL82127,=,=,nM,1400.0,nM,1400.0,5.853871964321762
CCCCc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1.O=C(O)C(F)(F)F,CHEMBL347931,=,=,nM,0.06,nM,0.06,10.221848749616356
N=C(N)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1,CHEMBL41220,=,=,nM,66000.0,uM,66.0,4.180456064458132
COc1cccc2c1cc(C(=O)NCCc1ccc(O)cc1)n2Cc1cccc(C(=N)N)c1,CHEMBL96543,=,=,nM,970.0,nM,970.0,6.013228265733755
CCCNc1cnc2n(c1=O)[C@H](C(=O)NCc1ccc(C(=N)N)cc1)CC2(CC)CC,CHEMBL2334319,=,=,nM,12000.0,nM,12000.0,4.920818753952375
Cc1cc(-c2ccccc2S(N)(=O)=O)ccc1NC(=O)C1(Cn2cnnn2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,CHEMBL329460,=,=,nM,1.0,nM,1.0,9.0
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1csc2ccc(Cl)cc12,CHEMBL4455676,=,=,nM,515.0,uM,0.515,6.288192770958809
N=C(N)NCCC[C@@H](NC(=O)CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1=O)C(=O)c1nccs1,CHEMBL159695,=,=,nM,2.3,nM,2.3,8.638272163982407
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1NC(=O)c1scc(Cn2cnnn2)c1Cl,CHEMBL437187,=,=,nM,1.7,nM,1.7,8.769551078621726
CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(CC(=O)O)Cc3cccc(F)c3)ccc21,CHEMBL1949701,=,=,nM,6600.0,uM,6.6,5.180456064458132
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C=O)CC2)c1,CHEMBL145108,=,=,nM,19010.78,,4.721,4.721000063947474
O=C(N[C@H]1CCC[C@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(N2CCOCC2=O)cc1,CHEMBL400816,=,=,nM,4.2,nM,4.2,8.3767507096021
COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)c(CN)c1,CHEMBL151750,=,=,nM,0.88,nM,0.88,9.05551732784983
O=C(NC1CCN(C2CCCC2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,CHEMBL362294,=,=,nM,71.0,nM,71.0,7.1487416512809245
CCOC(=O)C(Cc1ccccc1)C(=O)Nc1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,CHEMBL494513,=,=,nM,29500.0,uM,29.5,4.530177984021837
N#Cc1cc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)ccc1OC(F)F,CHEMBL5790681,=,=,nM,525.0,nM,525.0,6.279840696594043
COc1ccc(-n2nc(C(F)(F)F)c3c(C)nn(-c4ccc(-c5ccccc5S(N)(=O)=O)cc4)c(=O)c32)cc1,CHEMBL212974,=,=,nM,2.8,nM,2.8,8.55284196865778
O=C(Nc1cccc(OCc2ccc3c(c2)OCO3)c1)C1CCN(c2ccncc2)CC1,CHEMBL2441035,=,=,nM,3720.0,uM,3.72,5.429457060118103
CCNCC(=O)N=S(C)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CHEMBL3392115,=,=,nM,1.5,nM,1.5,8.823908740944319
O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2Cl)ccc1Cl,CHEMBL4227565,=,=,nM,241.0,nM,241.0,6.617982957425132
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCCc2ccncc2)NS(=O)(=O)Cc2ccccc2)cc1,CHEMBL3660191,=,=,nM,850.0,nM,850.0,6.070581074285707
N=C(N)c1ccc(/C=C2\CC(c3ccccc3)C/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CHEMBL149410,=,=,nM,3300.0,nM,3300.0,5.481486060122113
CC1CCN(C(=O)[C@@H](N)Cc2cccc(C(=N)N)c2)CC1,CHEMBL358508,=,=,nM,230144.18,,3.638,3.638000003285079
O=C(N[C@H]1CCCC[C@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(N2CCCCCC2=O)cc1,CHEMBL439054,=,=,nM,17.0,nM,17.0,7.769551078621726
COc1cc([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)N[C@H](C(=O)O)c2ccccc2)ccc1OCc1ccccc1,CHEMBL178616,=,=,nM,8000.0,uM,8.0,5.096910013008056
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4ccc(Cl)cc4[nH]3)c(Cl)c2)n1,CHEMBL3627895,=,=,nM,20720.0,nM,20720.0,4.683610248926804
CN(C)C(=O)c1ccc(NC(=O)C(Oc2cccc3sc(C(=N)N)cc23)c2ccccc2)cc1,CHEMBL599613,=,=,nM,0.6,uM,0.0006,9.221848749616356
CC(C)(C)[C@@H](O)C(=O)N1CCOC[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114556,=,=,nM,3900.0,nM,3900.0,5.4089353929735005
N=C(N)c1cc2c(OC(CNC(=O)Oc3ccccc3)c3ccccc3)cccc2s1,CHEMBL597370,=,=,nM,560.0,uM,0.56,6.251811972993799
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c2sc3ccccc3c2Cl)c1,CHEMBL146641,=,=,nM,7.2,nM,7.2,8.142667503568731
CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCN(C(=O)CCN)CC2)c(C(C)C)c1,CHEMBL209963,=,=,nM,5300.0,uM,5.3,5.275724130399211
Cl.Cl.N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O)c1,CHEMBL553840,=,=,nM,102.0,nM,102.0,6.991399828238082
COC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,CHEMBL393533,=,=,nM,0.74,nM,0.74,9.130768280269024
Nc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc2ccccc2)cn1,CHEMBL121982,=,=,nM,7600.0,nM,7600.0,5.119186407719209
O=C(N[C@H]1CCCC[C@H]1NC(=O)c1cc2ccc(Cl)cc2[nH]1)c1ccc(-n2ccccc2=O)cc1,CHEMBL233131,=,=,nM,14.0,nM,14.0,7.853871964321762
CC(C)N1CCC(NC(=O)c2cccn2CC(=O)Nc2ccc(Cl)cc2)CC1,CHEMBL5208176,=,=,nM,51.0,nM,51.0,7.292429823902063
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(Cc3ccccc3)CC2)c1,CHEMBL445195,=,=,nM,3400.0,uM,3.4,5.468521082957745
CCCS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,CHEMBL1221726,=,=,nM,18.0,uM,0.018,7.7447274948966935
COc1c(O)cc(C(=N)N)cc1Oc1nc(Oc2cccc(C(=O)N(C)C)c2)c(F)c(C)c1F,CHEMBL83175,=,=,nM,160.0,nM,160.0,6.795880017344075
Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)N(C)C)c2O)c1F,CHEMBL419116,=,=,nM,4500.0,nM,4500.0,5.346787486224656
N=C(N)c1ccc2scc(C(Cc3ccccc3)C(=O)Nc3ccc(-n4ccc(C(F)(F)F)n4)cc3)c2c1.O=C(O)C(F)(F)F,CHEMBL361327,=,=,nM,410.0,uM,0.41,6.3872161432802645
CC(=N)N1CCC(Oc2ccc(N(C/C=C/c3cccc(C(=N)N)c3)C(=O)c3ccc(C(=O)O)c(C(=O)O)c3)cc2C(F)(F)F)CC1,CHEMBL24263,=,=,nM,0.56,nM,0.56,9.2518119729938
Cc1c(F)c(Oc2cccc(C(=O)N(C)C)c2)nc(Oc2cc(C(=N)N)cc(O)c2O)c1F,CHEMBL82456,=,=,nM,23.0,nM,23.0,7.638272163982407
CCc1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc(-c2ccc(C(=N)N)cc2)cc1,CHEMBL25184,=,=,nM,180.0,nM,180.0,6.7447274948966935
C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(Cl)ccc3n2Cc2cccc(C(=N)N)c2)cc1.O=C([O-])C(F)(F)F,CHEMBL541151,=,=,nM,140.0,nM,140.0,6.853871964321762
C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(S(C)(=O)=O)ccc3n2Cc2cccc(C(=N)N)c2)cc1.O=C([O-])C(F)(F)F,CHEMBL553012,=,=,nM,226.0,nM,226.0,6.645891560852599
CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL358970,=,=,nM,41020.41,,4.387,4.387000003162004
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1ccc(F)cc1,CHEMBL4458446,=,=,nM,4333.0,uM,4.333,5.363211310965625
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1,CHEMBL294121,=,=,nM,1.9,nM,1.9,8.721246399047171
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(C3CCN(C(=N)N)CC3)CC2)c1,CHEMBL379357,=,=,nM,25000.0,uM,25.0,4.6020599913279625
Cc1cc(-c2ccccc2)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,CHEMBL52427,=,=,nM,210.0,uM,0.21,6.6777807052660805
CC(=N)N1CCC(Oc2ccc3nc(C(C)(C)C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL425132,=,=,nM,0.046,nM,0.046,10.337242168318426
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@@H](CCc2cc[n+]([O-])cc2)NS(=O)(=O)Cc2ccccc2)cc1,CHEMBL3660188,=,=,nM,120.0,nM,120.0,6.920818753952375
COc1c(O)c(C(=O)Nc2ccc(NC(=N)N)cc2)cc2cc3ccccc3cc12,CHEMBL303970,=,=,nM,13000.0,uM,13.0,4.886056647693163
CCNC(=O)N(C)Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl,CHEMBL226931,=,=,nM,0.02,nM,0.02,10.698970004336019
CCOC(=O)c1cc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,CHEMBL433600,=,=,nM,0.6,nM,0.6,9.221848749616356
CCOC(=O)COc1cc(C(C)C)ccc1CCNS(=O)(=O)c1cc(/C(N)=N/O)ccc1O,CHEMBL457632,=,=,nM,3500.0,nM,3500.0,5.455931955649724
Cc1c(F)c(Oc2cccc(C(=O)N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,CHEMBL419651,=,=,nM,1.2,nM,1.2,8.920818753952375
O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2c(Cl)c[nH]c2c1)c1ccc(-n2ccccc2=O)cc1,CHEMBL231787,=,=,nM,3.7,nM,3.7,8.431798275933005
COC(=O)CN(Cc1cc[n+](C)cc1)C(=O)c1cc2ccccc2n1Cc1cccc(C(=N)N)c1.O=C([O-])C(F)(F)F,CHEMBL554177,=,=,nM,170.0,nM,170.0,6.769551078621726
CCOC(=O)C[C@H](NC(=O)c1ccc2c(c1)OC(OCc1ccc(C(=N)N)cc1)C(=O)N2C)c1ccccc1,CHEMBL511597,=,=,nM,54600.0,uM,54.6,4.262807357295262
Cc1cc2nc([C@@H](CNC(=O)c3c(Cl)cc(-n4cnnc4)cc3C(F)(F)F)c3ccccc3)[nH]c2cc1C,CHEMBL3627867,=,=,nM,340.0,nM,340.0,6.468521082957745
COc1ccccc1NC(=O)C(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,CHEMBL597763,=,=,nM,70.0,uM,0.07,7.154901959985743
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1ccc(OC(F)(F)F)cc1,CHEMBL4582546,=,=,nM,1023.0,uM,1.023,5.99012436628784
COC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,CHEMBL3127477,=,=,nM,606.0,nM,606.0,6.217527375833714
N=C(N)c1ccc(CNC(=O)[C@H](Cc2cccc(CN)c2)NC(=O)[C@@H](CCCc2ccccc2)NS(=O)(=O)Cc2cccc(C(=O)O)c2)cc1,CHEMBL4471466,=,=,nM,45.0,nM,45.0,7.346787486224656
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OC/C=C/c1ccc2[nH]ccc2c1,CHEMBL4444015,=,=,nM,4674.0,uM,4.674,5.330311291943792
O=C1[C@@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1c1ccc([C@H]2CCCN2)cc1F,CHEMBL1684192,=,=,nM,3.0,nM,3.0,8.522878745280337
Cc1cc(C(=O)Nc2ccc(-c3ccccc3C(F)(F)F)cc2)n(-c2cccc(C(=N)N)c2)n1,CHEMBL154512,=,=,nM,0.04,nM,0.04,10.397940008672037
CO[C@H]1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,CHEMBL551393,=,=,nM,3.0,nM,3.0,8.522878745280337
CC(=N)N1CCC(Oc2ccc(C(=O)N[C@@H](COc3cc(C(=N)N)ccc3CC(=O)C(=O)O)CC(=O)O)cc2)CC1,CHEMBL55237,=,=,nM,11.0,uM,0.011,7.958607314841775
CCN(CC)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)cc1,CHEMBL386294,=,=,nM,0.11,nM,0.11,9.958607314841775
