canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value,pKi
O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1Cc1cc2c[nH]ccc-2n1,CHEMBL423417,=,=,nM,1.1,nM,1.1,8.958607314841775
N=C(N)c1ccc(/C=C2/CC(c3ccccc3)C/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,CHEMBL358180,=,=,nM,5.2,nM,5.2,8.2839966563652
CNC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1c(C(C)C)cc(C(C)C)cc1C(C)C,CHEMBL143910,=,=,nM,10964.78,,4.96,4.960000077688649
Cc1ccc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL431419,=,=,nM,37.0,nM,37.0,7.431798275933005
O=C(N[C@@H]1CCCC[C@@H]1NCc1ccc(-n2ccccc2=O)cc1)c1ccc2c(Cl)c[nH]c2c1,CHEMBL231940,=,=,nM,1.3,nM,1.3,8.886056647693163
COc1ccc(C(=O)NCC2CCN(c3ccccn3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL190930,=,=,nM,3040.0,uM,3.04,5.517126416391246
O=C(Cc1csc(NC(=O)c2ccc(Cl)cc2)n1)Nc1ccc(-n2ccccc2=O)cc1F,CHEMBL561983,=,=,nM,112.0,uM,0.112,6.950781977329818
COC(=O)C(C)CN(c1ccc2nc(C)n(Cc3ccc4ccc(C(=N)N)cc4c3)c2c1)C1CCN(C(C)=N)CC1,CHEMBL366535,=,=,nM,1.1,nM,1.1,8.958607314841775
COc1ccc(-n2nc(C#N)c3nc(C)n(-c4ccc(-c5ccccc5CN(C)C)cc4)c(=O)c32)cc1,CHEMBL210121,=,=,nM,1.8,nM,1.8,8.744727494896694
Cc1cc(OCC2CCN(C(=N)N)CC2)cc(OS(=O)(=O)c2ccccc2Cl)c1,CHEMBL41876,=,=,nM,80000.0,uM,80.0,4.096910013008056
CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)cc1,CHEMBL1270158,=,=,nM,0.97,nM,0.97,9.013228265733755
COC(=O)CN(C1CCCN(c2ccc(-n3ccccc3=O)cc2)C1=O)S(=O)(=O)c1cc2ccc(Cl)nc2s1,CHEMBL258274,=,=,nM,0.043,nM,0.043,10.366531544420413
NCc1ccccc1-n1nc(C(F)(F)F)cc1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,CHEMBL148944,=,=,nM,1.8,nM,1.8,8.744727494896694
CC(C)c1ccc(CCNS(=O)(=O)c2cc(C(=N)N)ccc2O)c(NC(=O)C(=O)O)c1,CHEMBL459136,=,=,nM,9.7,nM,9.7,8.013228265733755
N=C(N)NCCC[C@@H](NC(=O)Cn1cccc(NS(=O)(=O)Cc2ccccc2F)c1=O)C(=O)O,CHEMBL19599,=,=,nM,192.0,nM,192.0,6.716698771296451
N=C(N)c1cccc(Cn2c(C(=O)NCc3ccccn3)cc3c(O)cccc32)c1,CHEMBL92796,=,=,nM,3327.0,nM,3327.0,5.477947199131178
NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3cccc(OCCOCCCl)c3)=NO2)cc1,CHEMBL300908,=,=,nM,15000.0,uM,15.0,4.823908740944319
Nc1cc(-n2nnnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)ccc1Cl,CHEMBL331951,=,=,nM,1.2,nM,1.2,8.920818753952375
N=C(N)c1ccc2[nH]c(-c3cc([N+](=O)[O-])cc(-c4ccccc4)c3O)cc2c1,CHEMBL94775,=,=,nM,14.0,uM,0.014,7.853871964321762
NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3ccc(F)c(F)c3)=NO2)cc1,CHEMBL51444,=,=,nM,4600.0,uM,4.6,5.337242168318426
Nc1ncnc2cc(CN3CCN(Cc4nc5cc(Cl)ccc5[nH]4)CC3=O)ccc12,CHEMBL354996,=,=,nM,10.0,nM,10.0,8.0
Cc1cc(-n2ccccc2=O)ccc1NC(=O)[C@H]1CN(S(C)(=O)=O)C[C@@H]1C(=O)Nc1ccc(Cl)cc1,CHEMBL1221489,=,=,nM,22.0,uM,0.022,7.657577319177793
Cn1ccnc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,CHEMBL179964,=,=,nM,0.51,nM,0.51,9.292429823902063
CC(C)OC(=O)[C@H](Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,CHEMBL344790,=,=,nM,3499.45,,5.456,5.456000207288222
COc1ccc(C(=O)NCC2CCN(c3ccnc(SC)n3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL189377,=,=,nM,10000.0,uM,10.0,5.0
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)c1,CHEMBL145504,=,=,nM,38018.94,,4.42,4.419999995796937
N=C(N)c1cccc(Cn2c(C(=O)NCc3cc(Cl)cc(Cl)c3)cc3c(O)cccc32)c1,CHEMBL75544,=,=,nM,5.0,nM,5.0,8.301029995663981
O=C1C(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc(-n2ccnc2)cc1F,CHEMBL402077,=,=,nM,4.4,nM,4.4,8.356547323513812
CCOC(=O)CN1CCCCC1CCNc1nccc2oc(Cc3cc(Cl)ccc3-n3cncn3)nc12,CHEMBL372194,=,=,nM,2.2,nM,2.2,8.657577319177793
COCCOC(=O)N1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,CHEMBL235369,=,=,nM,0.93,nM,0.93,9.031517051446064
Cc1cccn(-c2ccc(NC(=O)[C@H]3CN(S(C)(=O)=O)C[C@@H]3C(=O)Nc3ccc(Cl)cc3)c(F)c2)c1=O,CHEMBL1222343,=,=,nM,15.0,uM,0.015,7.823908740944319
CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCn1nnnc1N)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1,CHEMBL607009,=,=,nM,6000.0,nM,6000.0,5.221848749616356
Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(N(C)c2cccc(C(=N)N)c2)c1F,CHEMBL52205,=,=,nM,12.0,nM,12.0,7.920818753952375
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)NC(=O)CN3CCN(CC3)CC(=O)Nc3ccc(cc3)C[C@@H](NC(=O)CCCc3ccccc3)C(=O)N2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL4444049,=,=,nM,20480.0,nM,20480.0,4.688670047696207
COc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1C,CHEMBL329525,=,=,nM,13.0,nM,13.0,7.886056647693163
COC[C@@H]1ON=C(c2cccc(C(=N)N)c2)[C@H]1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,CHEMBL1271368,=,=,nM,0.55,nM,0.55,9.259637310505756
O=C(Nc1ccc(Cl)cc1)[C@H]1CN(CC(F)(F)F)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,CHEMBL1221628,=,=,nM,9.0,uM,0.009,8.045757490560675
Cc1cc(I)c(O)c(C(=O)Nc2ccc(C(=N)N)c(Cl)c2)c1,CHEMBL62897,=,=,nM,115000.0,uM,115.0,3.939302159646388
CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OCc1cc(Cl)ccc1Cl,CHEMBL4550333,=,=,nM,9253.0,uM,9.253,5.033717437832537
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1Cc1ccc(-c2cccc(C(=N)N)c2)cc1,CHEMBL283901,=,=,nM,17.0,nM,17.0,7.769551078621726
N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccc(N)nc4c3)C2=O)c1,CHEMBL92893,=,=,nM,240.0,uM,0.24,6.619788758288394
COc1ccccc1-c1ccc(S(=O)(=O)N[C@H]2CCN(Cc3cccc(C(=N)N)c3)C2=O)cc1,CHEMBL332160,=,=,nM,190.0,uM,0.19,6.721246399047171
CC(C)(C)[C@@H](O)C(=O)N1CCS(=O)(=O)C[C@H]1C(=O)NCc1cc(Cl)ccc1CN.O=C(O)C(F)(F)F,CHEMBL3114553,=,=,nM,3100.0,nM,3100.0,5.508638306165727
Cc1ccc2c3c(nn2c1)CC[C@](NC(=O)c1c(Cl)cc(-n2cnc(C)n2)cc1Cl)(C(C)O)C3,CHEMBL3628837,=,=,nM,258.0,nM,258.0,6.58838029403677
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL45000,=,=,nM,5.3,nM,5.3,8.275724130399212
O=C(Nc1ccc(Cl)cc1)N[C@@H]1CCC[C@@H]1NC(=O)c1ccc(-n2ccccc2=O)cc1,CHEMBL440969,=,=,nM,10.0,nM,10.0,8.0
Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc3F)cc12,CHEMBL436766,=,=,nM,0.16,nM,0.16,9.795880017344075
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cc(NC(C)=O)ccc2S(=O)(=O)CC)ccc1OC(C)C,CHEMBL3114843,=,=,nM,7200.0,nM,7200.0,5.142667503568732
N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3)c2)C(=O)N2CCC(CCN)CC2)c1,CHEMBL461655,=,=,nM,5400.0,uM,5.4,5.267606240177032
COc1ccc(NC2CCCN(c3ccc(-c4ccccc4S(C)(=O)=O)cc3F)C2=O)cc1,CHEMBL272976,=,=,nM,450.0,nM,450.0,6.346787486224656
Nc1cc(C2=NOC(CNC=O)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,CHEMBL8090,=,=,nM,15.0,nM,15.0,7.823908740944319
COc1c(-c2ccccc2)cccc1-c1cc2cc(C(=N)N)ccc2[nH]1,CHEMBL318526,=,=,nM,19000.0,uM,19.0,4.721246399047171
CCOc1cc(OC2CCN(S(C)(=O)=O)CC2)cc(C(Nc2ccc(C(=N)N)cc2)C(=O)O)c1,CHEMBL199277,=,=,nM,4400.0,uM,4.4,5.356547323513812
CCOP(=O)(OCC)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,CHEMBL3980787,=,=,nM,3900.0,nM,3900.0,5.4089353929735005
COC(=O)CN(C1CCCN(c2ccc(-c3ccccc3S(C)(=O)=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,CHEMBL408044,=,=,nM,0.88,nM,0.88,9.05551732784983
CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1,CHEMBL444411,=,=,nM,10000.0,uM,10.0,5.0
CS(=O)(=O)c1ccccc1N1CCC(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)CC1,CHEMBL428749,=,=,nM,1.7,nM,1.7,8.769551078621726
Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1,CHEMBL20918,=,=,nM,0.7,nM,0.7,9.154901959985743
Cc1ccc(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCCC2)cc1,CHEMBL358491,=,=,nM,76032.63,,4.119,4.11899998682835
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c(=O)n(-c3ccc(-c4ccccc4CN4CCCC4)cc3)cnc12,CHEMBL379937,=,=,nM,3.8,nM,3.8,8.42021640338319
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)N2CCN(C(=O)C3CCN(C(=N)N)CC3)CC2)c1,CHEMBL211367,=,=,nM,2800.0,uM,2.8,5.552841968657781
CNCc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,CHEMBL367954,=,=,nM,0.17,nM,0.17,9.769551078621726
N/C=N/CCCC(NC(=O)CN(CCc1ccccc1)C(=O)CCc1ccccc1)B(O)O,CHEMBL105393,=,=,nM,22.0,nM,22.0,7.657577319177793
N=C(N)c1ccc(CNC(=O)c2cn(Cc3cccc(C(=N)N)c3)c3ccccc23)cc1,CHEMBL95070,=,=,nM,1118.0,nM,1118.0,5.951558196449596
COc1ccc(C(=O)NCC2CCN(Cc3ccncc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL327922,=,=,nM,970.0,nM,970.0,6.013228265733755
CN(C)S(=O)(=O)c1ccccc1-c1ccc(N2CCC(NS(=O)(=O)/C=C/c3ccc(Cl)s3)C2=O)nc1,CHEMBL254543,=,=,nM,0.4,nM,0.4,9.397940008672037
COc1ccc2ccc(S(=O)(=O)N[C@@H]3CCN(Cc4cccc(C(=N)N)c4)C3=O)cc2c1,CHEMBL118494,=,=,nM,0.047,nM,0.047,10.327902142064282
C[C@@H]1CCC[C@H](C)N1CCCCCn1c(=O)c(-c2cc(C(=N)N)ccc2O)nc2ccccc21,CHEMBL5189562,=,=,nM,0.8,nM,0.8,9.096910013008056
N=C(N)c1ccc2ccc(CN(CCc3c[nH]cn3)C(=O)c3cccc4ccccc34)cc2c1,CHEMBL195314,=,=,nM,264.0,nM,264.0,6.578396073130169
N=C(N)c1cccc(Oc2ccc(NC(=O)NCC(N)=O)c(Oc3cccc(C(=N)N)c3)n2)c1,CHEMBL296618,=,=,nM,110.0,nM,110.0,6.958607314841775
CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)c(F)c2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,CHEMBL1222130,=,=,nM,62.0,uM,0.062,7.2076083105017466
COC(=O)[C@@H]1CN(Cc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C[C@H]1c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,CHEMBL18225,=,=,nM,4.8,nM,4.8,8.318758762624412
CN(C)C(=O)[C@H]1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,CHEMBL237286,=,=,nM,2.1,nM,2.1,8.67778070526608
CNc1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(-c3ccccc3CN3CC[C@@H](O)C3)cc1)C2=O,CHEMBL399822,=,=,nM,1.7,nM,1.7,8.769551078621726
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C(C)C)ccc1OC(C)C,CHEMBL3114841,=,=,nM,2800.0,nM,2800.0,5.552841968657781
O=C(N[C@@H]1CCC[C@@H]1NC(=O)c1ccc(-n2ccccc2=O)cc1F)c1ccc(Cl)s1,CHEMBL393521,=,=,nM,4.7,nM,4.7,8.327902142064282
CCC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)CC1,CHEMBL3706844,=,=,nM,1300.0,uM,1.3,5.886056647693163
N=C(N)c1ccc(C2=NOC(CC(=O)N[C@@H](CC(=O)O)C(=O)N3CCc4ccccc4C3)C2)cc1,CHEMBL97570,=,=,nM,38500.0,uM,38.5,4.414539270491499
CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc(C2CC(C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,CHEMBL3127463,=,=,nM,340.0,nM,340.0,6.468521082957745
N=C(N)c1cccc(-c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)c1,CHEMBL174335,=,=,nM,0.7,nM,0.7,9.154901959985743
N=C(N)c1cccc(C2=NOC(Cn3cnnn3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)C2)c1.O=C(O)C(F)(F)F,CHEMBL323310,=,=,nM,0.44,nM,0.44,9.356547323513812
CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCC[C@H](C(=O)O)C2)c(C(C)C)c1,CHEMBL1161255,=,=,nM,13001.7,,4.886,4.88599985905086
N=C(N)c1cccc(CN2CC[C@H](NS(=O)(=O)c3ccc4ccnc(N)c4c3)C2=O)c1,CHEMBL93740,=,=,nM,490.0,uM,0.49,6.309803919971486
COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,CHEMBL357971,=,=,nM,22.0,nM,22.0,7.657577319177793
COC(=O)Nc1ccc(-c2ccnc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)c2)cc1,CHEMBL3781319,=,=,nM,1128.0,nM,1128.0,5.947690900352677
O=C(Nc1cccc(OCc2cccc(Br)c2)c1)C1CCN(c2ccncc2)CC1,CHEMBL2441050,=,=,nM,6310.0,uM,6.31,5.199970640755866
CCS(=O)(=O)CC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F,CHEMBL406295,=,=,nM,3.5,nM,3.5,8.455931955649724
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1C/C=C/c1ccc(N)cc1,CHEMBL280342,=,=,nM,74.0,nM,74.0,7.130768280269024
CC(CNC(=O)c1ccc(-n2ccccc2=O)cc1)NC(=O)c1ccc(Cl)s1,CHEMBL393421,=,=,nM,1.7,nM,1.7,8.769551078621726
CN(C)Cc1nccn1-c1ccc(C(=O)N[C@H]2CCC[C@H]2NC(=O)c2ccc(Cl)s2)cc1,CHEMBL398998,=,=,nM,2.8,nM,2.8,8.55284196865778
CCS(=O)(=O)c1ccc2cc1CNC(=O)[C@H](Nc1ccc(C(=N)N)cc1)c1ccc(cc1)CCCC(=O)N2,CHEMBL3594313,=,=,nM,5500.0,nM,5500.0,5.259637310505756
Nc1noc2ccc(-n3nc(C(F)(F)F)c4ccc(-c5ccc(N6CCCCC6=O)cc5F)c(F)c43)cc12,CHEMBL254621,=,=,nM,22.9,nM,22.9,7.640164517660112
O=C(Cn1ccc(NC(=O)c2ccc(Cl)s2)n1)Nc1ccc(-n2ccccc2=O)cc1F,CHEMBL550586,=,=,nM,6.0,uM,0.006,8.221848749616356
COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)c(CN)c1,CHEMBL148718,=,=,nM,0.54,nM,0.54,9.267606240177031
COC(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,CHEMBL1221916,=,=,nM,27.0,uM,0.027,7.568636235841013
COc1ccc(C(=O)NCC2CCC(CN)CC2)cc1OCCc1ccc(Cl)cc1Cl,CHEMBL538908,=,=,nM,9345.0,uM,9.345,5.029420694285149
COc1ccc(CCOc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2F)cc1,CHEMBL94651,=,=,nM,307.0,nM,307.0,6.512861624522813
CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3cnc4ccccc4c3)C2=O)c(F)c1,CHEMBL257453,=,=,nM,28.0,nM,28.0,7.552841968657781
CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(C(=N)N)cc2)c2nc(-c3ccccc3C(N)=O)c[nH]2)c1,CHEMBL3403479,=,=,nM,2330.0,nM,2330.0,5.632644078973981
N=C(N)c1ccc2[nH]cc(C(Cc3ccccc3)C(=O)Nc3ccc(-n4cnc5ccccc54)cc3F)c2c1.O=C(O)C(F)(F)F,CHEMBL360894,=,=,nM,2.5,uM,0.0025,8.602059991327963
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(C2CCN(c4ccccc4CN(C)C(C)=O)CC2)CC3)cc1,CHEMBL394039,=,=,nM,23.0,nM,23.0,7.638272163982407
C[C@@H](C(=O)N(CCC#N)C1CCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CHEMBL373967,=,=,nM,15.0,nM,15.0,7.823908740944319
CC(=N)N1CCC(Oc2ccc3cc(C(=O)N(C)C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CHEMBL368072,=,=,nM,3.5,nM,3.5,8.455931955649724
CCOc1ccc(-c2cccc(S(=O)(=O)N[C@@H](Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)c(Cl)c1,CHEMBL3219085,=,=,nM,170.0,uM,0.17,6.769551078621726
CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc4ccccc4[N+](=O)[O-])O[C@@]3(C)[C@H]1C2,CHEMBL2373405,=,=,nM,4900.0,nM,4900.0,5.309803919971486
COC(=O)CN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,CHEMBL18767,=,=,nM,1.3,nM,1.3,8.886056647693163
COc1ccc(-n2nc(Cn3cnnn3)c3nc(C)n(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,CHEMBL212422,=,=,nM,1.4,nM,1.4,8.853871964321762
N=C(N)c1ccc2c(c1)ncn2CC(=O)c1ccc(-c2ccccc2)cc1,CHEMBL136297,=,=,nM,2700.0,nM,2700.0,5.568636235841013
CN(C(=O)C1CCN(c2ccncc2)CC1)c1cccc(OCc2cccc(F)c2)c1,CHEMBL2441034,=,=,nM,23600.0,uM,23.6,4.627087997029894
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(N4CCCCC4)cc2)CC3)cc1,CHEMBL235906,=,=,nM,2.1,nM,2.1,8.67778070526608
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(O)c2)n1,CHEMBL151122,=,=,nM,164.0,nM,164.0,6.785156151952302
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)C[C@H]1CO)Nc1ccc(-n2ccccc2=O)cc1F,CHEMBL550102,=,=,nM,95.0,nM,95.0,7.022276394711152
Cc1nc(-c2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)o1.O=C(O)C(F)(F)F,CHEMBL160958,=,=,nM,0.4,nM,0.4,9.397940008672037
CCCCCC1=NOC(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C1,CHEMBL52064,=,=,nM,4500.0,uM,4.5,5.346787486224656
C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2nc3cc(Cl)ccc3s2)C1=O,CHEMBL221951,=,=,nM,112.0,nM,112.0,6.950781977329818
COC(=O)[C@H]1CCCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)C1,CHEMBL145517,=,=,nM,17988.71,,4.745,4.7449999795098705
Cc1cc(C(=N)N)ccc1CNC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)C(c3ccccc3)c3ccccc3)CC(=O)N21,CHEMBL279205,=,=,nM,2.0,nM,2.0,8.698970004336019
COCCNC(=O)[C@H]1C[C@H](NC(=O)c2ccc(-n3ccccc3=O)cc2)[C@H](NC(=O)c2ccc(Cl)s2)C1,CHEMBL445941,=,=,nM,2.9,nM,2.9,8.537602002101044
N=C(N)c1cccc(C(N)=O)c1,CHEMBL1269203,=,=,nM,250000.0,nM,250000.0,3.6020599913279625
C=CCOC(=O)N1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,CHEMBL144637,=,=,nM,200.0,uM,0.2,6.698970004336019
CC(=N)N1CCC(Oc2ccc3c(c2)OCC(=O)N3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,CHEMBL153640,=,=,nM,0.78,nM,0.78,9.10790539730952
CN(C)C(=O)c1cccc(Oc2nc3c(c(Oc4cc(C(=N)N)ccc4O)n2)NC(=O)CN3)c1,CHEMBL71175,=,=,nM,19.0,nM,19.0,7.721246399047171
CCOC(=O)C(=O)N(Cc1ccccc1)c1ccc2c(c1)OC[C@H](COc1ccc(C(=N)N)cc1)O2.O=C(O)C(F)(F)F,CHEMBL2337676,=,=,nM,1510.0,uM,1.51,5.82102305270683
COC(=O)Nc1ccc2c(c1)NC(=O)CCc1nc(ccc1F)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,CHEMBL4096251,=,=,nM,1400.0,nM,1400.0,5.853871964321762
Cc1c(F)c(Oc2cccc(N(C)C)c2)nc(Oc2cc(C(=N)N)ccc2O)c1F,CHEMBL82925,=,=,nM,3.0,nM,3.0,8.522878745280337
